"","nutrient","nutrient_type","nutrient_units","units","sex_stage","sex","stage","age_range","dri_type","ref_value","footnote","ref_units","relevance","data_type"
"1078","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",70,NA,"mg",2,"RDI_name"
"1079","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",100,NA,"mg",2,"RDI_name"
"1080","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","EAR",60,NA,"mg",2,"RDI_name"
"1081","Vitamin C","Vitamin","mg","mg/d","Men","Males","None",">70 yr","UL",2000,"","mg",2,"RDI_name"
"1082","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",2000,"","mg",2,"RDI_name"
"1083","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","UL",2000,"","mg",2,"RDI_name"
"1084","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","EAR",63,NA,"mg",2,"RDI_name"
"1085","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",1800,"","mg",2,"RDI_name"
"1086","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","UL",1200,"","mg",2,"RDI_name"
"1087","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","EAR",60,NA,"mg",2,"RDI_name"
"1088","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",2000,"","mg",2,"RDI_name"
"1089","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",2000,"","mg",2,"RDI_name"
"1090","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","EAR",60,NA,"mg",2,"RDI_name"
"1091","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","UL",2000,"","mg",2,"RDI_name"
"1092","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","UL",2000,"","mg",2,"RDI_name"
"1093","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",70,NA,"mg",2,"RDI_name"
"1094","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",80,"","mg",2,"RDI_name"
"1095","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","UL",400,"","mg",2,"RDI_name"
"1096","Vitamin C","Vitamin","mg","mg/d","Men","Males","None",">70 yr","RDA",90,"","mg",2,"RDI_name"
"1097","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","EAR",39,NA,"mg",2,"RDI_name"
"1098","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","EAR",56,NA,"mg",2,"RDI_name"
"1099","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","RDA",90,"","mg",2,"RDI_name"
"1100","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",100,NA,"mg",2,"RDI_name"
"1101","Vitamin C","Vitamin","mg","mg/d","Women","Females","None",">70 yr","EAR",60,NA,"mg",2,"RDI_name"
"1102","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","EAR",39,NA,"mg",2,"RDI_name"
"1103","Vitamin C","Vitamin","mg","mg/d","Infants","Both","Infants","6-12 mo","AI",50,"*","mg",2,"RDI_name"
"1104","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","UL",2000,"","mg",2,"RDI_name"
"1105","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","UL",1800,"","mg",2,"RDI_name"
"1106","Vitamin C","Vitamin","mg","mg/d","Women","Females","None",">70 yr","UL",2000,"","mg",2,"RDI_name"
"1107","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","UL",650,"","mg",2,"RDI_name"
"1108","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","RDA",90,"","mg",2,"RDI_name"
"1109","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","EAR",75,NA,"mg",2,"RDI_name"
"1110","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","EAR",22,NA,"mg",2,"RDI_name"
"1111","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",1800,"","mg",2,"RDI_name"
"1112","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",66,NA,"mg",2,"RDI_name"
"1113","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","EAR",75,NA,"mg",2,"RDI_name"
"1114","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","EAR",75,NA,"mg",2,"RDI_name"
"1115","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","RDA",65,"","mg",2,"RDI_name"
"1116","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","UL",2000,"","mg",2,"RDI_name"
"1117","Vitamin C","Vitamin","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",40,"*","mg",2,"RDI_name"
"1118","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",115,"","mg",2,"RDI_name"
"1119","Vitamin C","Vitamin","mg","mg/d","Men","Males","None",">70 yr","EAR",75,NA,"mg",2,"RDI_name"
"1120","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","RDA",90,"","mg",2,"RDI_name"
"1121","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","RDA",75,"","mg",2,"RDI_name"
"1122","Vitamin C","Vitamin","mg","mg/d","Women","Females","None",">70 yr","RDA",75,"","mg",2,"RDI_name"
"1123","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","RDA",45,"","mg",2,"RDI_name"
"1124","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","EAR",13,NA,"mg",2,"RDI_name"
"1125","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","RDA",25,"","mg",2,"RDI_name"
"1126","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",120,"","mg",2,"RDI_name"
"1127","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",85,"","mg",2,"RDI_name"
"1128","Vitamin C","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",85,"","mg",2,"RDI_name"
"1129","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","RDA",75,"","mg",2,"RDI_name"
"1130","Vitamin C","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",120,"","mg",2,"RDI_name"
"1131","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","RDA",75,"","mg",2,"RDI_name"
"1132","Vitamin C","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","RDA",15,"","mg",2,"RDI_name"
"1133","Vitamin C","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","RDA",75,"","mg",2,"RDI_name"
"1134","Vitamin C","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","RDA",45,"","mg",2,"RDI_name"
"1135","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","EAR",10,NA,"µg",3,"RDI_name"
"1136","Vitamin D","Vitamin","µg","µg/d","Men","Males","None",">70 yr","EAR",10,NA,"µg",3,"RDI_name"
"1137","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","RDA",15,"","µg",3,"RDI_name"
"1138","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",15,"","µg",3,"RDI_name"
"1139","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","EAR",10,NA,"µg",3,"RDI_name"
"1140","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","RDA",15,"","µg",3,"RDI_name"
"1141","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","EAR",10,NA,"µg",3,"RDI_name"
"1142","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","RDA",15,"","µg",3,"RDI_name"
"1143","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",100,"","µg",3,"RDI_name"
"1144","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","EAR",10,NA,"µg",3,"RDI_name"
"1145","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","EAR",10,NA,"µg",3,"RDI_name"
"1146","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","EAR",10,NA,"µg",3,"RDI_name"
"1147","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","EAR",10,NA,"µg",3,"RDI_name"
"1148","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",15,"","µg",3,"RDI_name"
"1149","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","EAR",10,NA,"µg",3,"RDI_name"
"1150","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",100,"","µg",3,"RDI_name"
"1151","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",15,"","µg",3,"RDI_name"
"1152","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","RDA",15,"","µg",3,"RDI_name"
"1153","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",15,"","µg",3,"RDI_name"
"1154","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","RDA",15,"","µg",3,"RDI_name"
"1155","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","UL",100,"","µg",3,"RDI_name"
"1156","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",10,NA,"µg",3,"RDI_name"
"1157","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","EAR",10,NA,"µg",3,"RDI_name"
"1158","Vitamin D","Vitamin","µg","µg/d","Infants","Both","Infants","6-12 mo","RDA",10,"","µg",3,"RDI_name"
"1159","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","RDA",15,"","µg",3,"RDI_name"
"1160","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",100,"","µg",3,"RDI_name"
"1161","Vitamin D","Vitamin","µg","µg/d","Men","Males","None",">70 yr","UL",100,"","µg",3,"RDI_name"
"1162","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","UL",100,"","µg",3,"RDI_name"
"1163","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","UL",100,"","µg",3,"RDI_name"
"1164","Vitamin D","Vitamin","µg","µg/d","Men","Males","None",">70 yr","RDA",20,"","µg",3,"RDI_name"
"1165","Vitamin D","Vitamin","µg","µg/d","Infants","Both","Infants","0-6 mo","UL",25,"","µg",3,"RDI_name"
"1166","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","EAR",10,NA,"µg",3,"RDI_name"
"1167","Vitamin D","Vitamin","µg","µg/d","Women","Females","None",">70 yr","EAR",10,NA,"µg",3,"RDI_name"
"1168","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",100,"","µg",3,"RDI_name"
"1169","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","UL",75,"","µg",3,"RDI_name"
"1170","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",10,NA,"µg",3,"RDI_name"
"1171","Vitamin D","Vitamin","µg","µg/d","Infants","Both","Infants","0-6 mo","RDA",10,"","µg",3,"RDI_name"
"1172","Vitamin D","Vitamin","µg","µg/d","Women","Females","None",">70 yr","RDA",20,"","µg",3,"RDI_name"
"1173","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",10,NA,"µg",3,"RDI_name"
"1174","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",10,NA,"µg",3,"RDI_name"
"1175","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",15,"","µg",3,"RDI_name"
"1176","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","RDA",15,"","µg",3,"RDI_name"
"1177","Vitamin D","Vitamin","µg","µg/d","Infants","Both","Infants","6-12 mo","UL",38,"","µg",3,"RDI_name"
"1178","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",15,"","µg",3,"RDI_name"
"1179","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","UL",100,"","µg",3,"RDI_name"
"1180","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",100,"","µg",3,"RDI_name"
"1181","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",100,"","µg",3,"RDI_name"
"1182","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","UL",100,"","µg",3,"RDI_name"
"1183","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","UL",100,"","µg",3,"RDI_name"
"1184","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","UL",100,"","µg",3,"RDI_name"
"1185","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","RDA",15,"","µg",3,"RDI_name"
"1186","Vitamin D","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",10,NA,"µg",3,"RDI_name"
"1187","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","UL",100,"","µg",3,"RDI_name"
"1188","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","RDA",15,"","µg",3,"RDI_name"
"1189","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","RDA",15,"","µg",3,"RDI_name"
"1190","Vitamin D","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",10,NA,"µg",3,"RDI_name"
"1191","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","UL",63,"","µg",3,"RDI_name"
"1192","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","RDA",15,"","µg",3,"RDI_name"
"1193","Vitamin D","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","RDA",15,"","µg",3,"RDI_name"
"1194","Vitamin D","Vitamin","µg","µg/d","Women","Females","None",">70 yr","UL",100,"","µg",3,"RDI_name"
"1195","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","UL",100,"","µg",3,"RDI_name"
"1196","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","EAR",10,NA,"µg",3,"RDI_name"
"1197","Vitamin D","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","UL",100,"","µg",3,"RDI_name"
"1198","Vitamin D","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","EAR",10,NA,"µg",3,"RDI_name"
"1199","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","UL",600,"","mg",2,"RDI_name"
"1200","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","EAR",6,NA,"mg",2,"RDI_name"
"1201","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","UL",300,"","mg",2,"RDI_name"
"1202","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",15,"","mg",2,"RDI_name"
"1203","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",16,NA,"mg",2,"RDI_name"
"1204","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","UL",800,"","mg",2,"RDI_name"
"1205","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",16,NA,"mg",2,"RDI_name"
"1206","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","EAR",5,NA,"mg",2,"RDI_name"
"1207","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",12,NA,"mg",2,"RDI_name"
"1208","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","UL",1000,"","mg",2,"RDI_name"
"1209","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","EAR",12,NA,"mg",2,"RDI_name"
"1210","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","EAR",12,NA,"mg",2,"RDI_name"
"1211","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","RDA",15,"","mg",2,"RDI_name"
"1212","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","RDA",11,"","mg",2,"RDI_name"
"1213","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","EAR",12,NA,"mg",2,"RDI_name"
"1214","Vitamin E","Vitamin","mg","mg/d","Women","Females","None",">70 yr","EAR",12,NA,"mg",2,"RDI_name"
"1215","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",12,NA,"mg",2,"RDI_name"
"1216","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","UL",1000,"","mg",2,"RDI_name"
"1217","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","UL",200,"","mg",2,"RDI_name"
"1218","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","UL",1000,"","mg",2,"RDI_name"
"1219","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","EAR",9,NA,"mg",2,"RDI_name"
"1220","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","UL",1000,"","mg",2,"RDI_name"
"1221","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","RDA",15,"","mg",2,"RDI_name"
"1222","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",15,"","mg",2,"RDI_name"
"1223","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","31-50 yr","EAR",12,NA,"mg",2,"RDI_name"
"1224","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","EAR",12,NA,"mg",2,"RDI_name"
"1225","Vitamin E","Vitamin","mg","mg/d","Men","Males","None",">70 yr","RDA",15,"","mg",2,"RDI_name"
"1226","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","51-70 yr","EAR",12,NA,"mg",2,"RDI_name"
"1227","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","UL",600,"","mg",2,"RDI_name"
"1228","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",12,NA,"mg",2,"RDI_name"
"1229","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",16,NA,"mg",2,"RDI_name"
"1230","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","EAR",12,NA,"mg",2,"RDI_name"
"1231","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","RDA",15,"","mg",2,"RDI_name"
"1232","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","RDA",15,"","mg",2,"RDI_name"
"1233","Vitamin E","Vitamin","mg","mg/d","Men","Males","None",">70 yr","UL",1000,"","mg",2,"RDI_name"
"1234","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",19,"","mg",2,"RDI_name"
"1235","Vitamin E","Vitamin","mg","mg/d","Men","Males","None",">70 yr","EAR",12,NA,"mg",2,"RDI_name"
"1236","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","UL",1000,"","mg",2,"RDI_name"
"1237","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","UL",800,"","mg",2,"RDI_name"
"1238","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","19-30 yr","UL",1000,"","mg",2,"RDI_name"
"1239","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",19,"","mg",2,"RDI_name"
"1240","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","31-50 yr","RDA",15,"","mg",2,"RDI_name"
"1241","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","9-13 yr","EAR",9,NA,"mg",2,"RDI_name"
"1242","Vitamin E","Vitamin","mg","mg/d","Women","Females","None",">70 yr","UL",1000,"","mg",2,"RDI_name"
"1243","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",800,"","mg",2,"RDI_name"
"1244","Vitamin E","Vitamin","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",4,"*","mg",2,"RDI_name"
"1245","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",1000,"","mg",2,"RDI_name"
"1246","Vitamin E","Vitamin","mg","mg/d","Women","Females","None","14-18 yr","EAR",12,NA,"mg",2,"RDI_name"
"1247","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","19-30 yr","RDA",15,"","mg",2,"RDI_name"
"1248","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","9-13 yr","RDA",11,"","mg",2,"RDI_name"
"1249","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",1000,"","mg",2,"RDI_name"
"1250","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","14-18 yr","RDA",15,"","mg",2,"RDI_name"
"1251","Vitamin E","Vitamin","mg","mg/d","Men","Males","None","51-70 yr","RDA",15,"","mg",2,"RDI_name"
"1252","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",19,"","mg",2,"RDI_name"
"1253","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","4-8 yr","RDA",7,"","mg",2,"RDI_name"
"1254","Vitamin E","Vitamin","mg","mg/d","Women","Females","None",">70 yr","RDA",15,"","mg",2,"RDI_name"
"1255","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",15,"","mg",2,"RDI_name"
"1256","Vitamin E","Vitamin","mg","mg/d","Children","Both","Children","1-3 yr","RDA",6,"","mg",2,"RDI_name"
"1257","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",1000,"","mg",2,"RDI_name"
"1258","Vitamin E","Vitamin","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",800,"","mg",2,"RDI_name"
"1259","Vitamin E","Vitamin","mg","mg/d","Infants","Both","Infants","6-12 mo","AI",5,"*","mg",2,"RDI_name"
"1260","Vitamin E","Vitamin","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",1000,"","mg",2,"RDI_name"
"1261","Vitamin K","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",90,"*","µg",1,"RDI_name"
"1262","Vitamin K","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","AI",55,"*","µg",1,"RDI_name"
"1263","Vitamin K","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",75,"*","µg",1,"RDI_name"
"1264","Vitamin K","Vitamin","µg","µg/d","Infants","Both","Infants","0-6 mo","AI",2,"*","µg",1,"RDI_name"
"1265","Vitamin K","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","AI",120,"*","µg",1,"RDI_name"
"1266","Vitamin K","Vitamin","µg","µg/d","Women","Females","None",">70 yr","AI",90,"*","µg",1,"RDI_name"
"1267","Vitamin K","Vitamin","µg","µg/d","Infants","Both","Infants","6-12 mo","AI",2.5,"*","µg",1,"RDI_name"
"1268","Vitamin K","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","AI",120,"*","µg",1,"RDI_name"
"1269","Vitamin K","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","AI",75,"*","µg",1,"RDI_name"
"1270","Vitamin K","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","AI",120,"*","µg",1,"RDI_name"
"1271","Vitamin K","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","AI",60,"*","µg",1,"RDI_name"
"1272","Vitamin K","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","AI",75,"*","µg",1,"RDI_name"
"1273","Vitamin K","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","AI",60,"*","µg",1,"RDI_name"
"1274","Vitamin K","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",90,"*","µg",1,"RDI_name"
"1275","Vitamin K","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","AI",30,"*","µg",1,"RDI_name"
"1276","Vitamin K","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","AI",90,"*","µg",1,"RDI_name"
"1277","Vitamin K","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","AI",90,"*","µg",1,"RDI_name"
"1278","Vitamin K","Vitamin","µg","µg/d","Men","Males","None",">70 yr","AI",120,"*","µg",1,"RDI_name"
"1279","Vitamin K","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","AI",90,"*","µg",1,"RDI_name"
"1280","Vitamin K","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","AI",90,"*","µg",1,"RDI_name"
"1281","Vitamin K","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","AI",75,"*","µg",1,"RDI_name"
"1282","Vitamin K","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","AI",90,"*","µg",1,"RDI_name"
"1283","Zinc","Element","mg","mg/d","Men","Males","None","51-70 yr","EAR",9.4,NA,"mg",3,"RDI_name"
"1284","Zinc","Element","mg","mg/d","Men","Males","None","31-50 yr","EAR",9.4,NA,"mg",3,"RDI_name"
"1285","Zinc","Element","mg","mg/d","Men","Males","None","14-18 yr","UL",34,"","mg",3,"RDI_name"
"1286","Zinc","Element","mg","mg/d","Children","Both","Children","1-3 yr","UL",7,"","mg",3,"RDI_name"
"1287","Zinc","Element","mg","mg/d","Men","Males","None","19-30 yr","EAR",9.4,NA,"mg",3,"RDI_name"
"1288","Zinc","Element","mg","mg/d","Women","Females","None",">70 yr","UL",40,"","mg",3,"RDI_name"
"1289","Zinc","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",34,"","mg",3,"RDI_name"
"1290","Zinc","Element","mg","mg/d","Men","Males","None","19-30 yr","UL",40,"","mg",3,"RDI_name"
"1291","Zinc","Element","mg","mg/d","Men","Males","None","14-18 yr","EAR",8.5,NA,"mg",3,"RDI_name"
"1292","Zinc","Element","mg","mg/d","Men","Males","None","31-50 yr","UL",40,"","mg",3,"RDI_name"
"1293","Zinc","Element","mg","mg/d","Men","Males","None","51-70 yr","UL",40,"","mg",3,"RDI_name"
"1294","Zinc","Element","mg","mg/d","Men","Males","None",">70 yr","EAR",9.4,NA,"mg",3,"RDI_name"
"1295","Zinc","Element","mg","mg/d","Women","Females","None","9-13 yr","EAR",7,NA,"mg",3,"RDI_name"
